,0,1
278,"Citibank Global Consumer business used to be its most profitable business and yet you've been selling it, in Argentina recently, other countries before that. Are you selling the crown jewels to keep the regulators happy or has the dynamics changed or is it because the franchise eroded from where it used to be so great?","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.9534}"
279,Does that apply to the credit card business? Are you in more than 19 countries?,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.4515}"
280,"John, sticking with the Consumer, we all know here in the States how important the digital channel is to service the Consumer. Can you share with us how important is it in those other countries around the world and can you give us an update on just where you stand in the digital channel in steering your customers that way?","{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.5859}"
281,"Speaking of Mexico, do the customers just not have access to digital devices – is it more that or just culturally they just don't do banking there?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,"Can you talk about your U.S. footprint - If you look at yourself versus your larger peers, you're reasonably subscale and you are concentrated in certain MSAs. When you think about having such a large credit card business and opportunity to provide other products but without your regional footprint and along those markets, do you feel that's a weakness? If you think like scale will go to the JPMorgan Chases of the world that will have six or seven or eight products, how do you feel Citi works in there?","{'neg': 0.039, 'neu': 0.867, 'pos': 0.094, 'compound': 0.4871}"
283,"Speaking of cards and the Costco, can you share with us? You have seen some real good success with that product. Can you just expand upon what you're seeing there and what the year looks like for the credit cards?","{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.9388}"
284,"We haven't heard a lot about FinTech today. So, which are the businesses, which are vulnerable to FinTech in the next three years, which ones are vulnerable for five plus years? Is it payments or what are the areas there?","{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.4871}"
285,"All right. So, in your remarks, you used to word potential several times. And I think everyone here in the room looks at the potential for a far better environment. Either way. Either way. We all look at the potential for far better market conditions, and without being too short-term oriented, I'd like to talk about how this unfolds, and over what time period, and what's most necessary to drive this improved potential? Do we need regulatory change, do we need tax reforms, or can simply increased confidence in economic prospects to deliver the upside?","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.9577}"
286,"And in terms of regulatory change and the potential for some reforms, whether it's around Volcker or Dodd-Frank, what would be, in your view, most beneficial for the capital markets broadly?","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4927}"
287,"You spoke a lot about the potential for the lending business. And having covered Goldman Sachs for many years it's still new, different and perhaps somewhat uncomfortable for me to think of you as a lender in the consumer in particular. And so, when you think about Goldman and your DNA, and your preparedness to lend and take that type of risk outside of the investing and lending type merchant banking risk. Given the opportunity set that's improving in the capital market, is this the skill set you really want to build?","{'neg': 0.067, 'neu': 0.86, 'pos': 0.074, 'compound': 0.1744}"
288,"Well, following on, we'll see what else we can do with it, do you have broader aspirations in the retail banking payment space?","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}"
289,"Let's switch back to the capital markets for a second and talk about M&A activity and the nature of M&A activity today. So, if I think about this time last year and the majority of last year, the dialogue was around it's a slow-growth economy, mergers are going to accelerate growth prospects. What's going on today in terms of the nature of the dialogue, and is there any pause given the speed of change in the world?","{'neg': 0.0, 'neu': 0.938, 'pos': 0.063, 'compound': 0.5859}"
290,"Over the last day and a half, the tone out of the banks generally has been quite positive and quite optimistic. And so if we think about what you're seeing in your businesses today – putting aside some of the challenges that you had – in your brokerage business retail activity, in your investment banking pipeline, in your conversations with your commercial lending customers, are you seeing the same type of optimism that would allow you to look forward into later in the year to an acceleration in revenue growth prospects?","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.9431}"
291,What do you expect from the Fed this year?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292,"And while your deposit costs ticked up a couple basis points last year, I assume you'd say on the retail side, deposit beta is very, very low?","{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.6674}"
293,"Let's turn to your expense plan for a minute and revisit this $2 billion in savings that you more specifically outlined in January. And I want to put it into context two ways. One, in the context of the financial targets, the 55% to 59% efficiency ratio range, the 11% to 14% ROE. Do you look at this expense initiative as the – driving the ability to continue to meet those targets in 2017? Or completely separate?","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.6662}"
294,"And just to put this in context one other way, since the days pf the Norwest merger you have clearly – Wells Fargo has been a far more revenue focused entity. So while I looked at the $2 billion expense management headline and I thought, wow, this is new. And you took some pains to say, no, it's not really new. How new is it to actually put a number on the expense initiatives?","{'neg': 0.063, 'neu': 0.778, 'pos': 0.159, 'compound': 0.7703}"
295,"Let's talk about retail activity a little bit. I assume we'll get the January update next week or the week after. But let's talk about the early signs and impact of some of the changes that you announced in January with the earnings call. So the increase in the minimum wage meant to retain your employees, the new outbound marketing efforts. So switching from the apology to some more proactive marketing in the card business. What is the early – I realize it's only a few weeks. But what's the early indication from those efforts?","{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.8319}"
296,"And so if we think about where the kind of offensive actions, outbound marketing is today, gone from having shut off almost all marketing in September, and then to the apology phase. And now more offensively oriented, are you at 25% of where you would be at a full run rate? Or are you at 50%?So you've got a toe in the water?","{'neg': 0.118, 'neu': 0.864, 'pos': 0.018, 'compound': -0.8283}"
297,"The reality is, look, no incremental negatives is a good thing too. If you had the pen and you could craft what type of regulatory change we could see, within reason, what would you most like to see change?Bank.","{'neg': 0.051, 'neu': 0.816, 'pos': 0.133, 'compound': 0.5413}"
298,Speaking to the cycle for a minute. You did note in your prepared remarks that credit remains quite stable and favorable. Are you seeing any pockets of weakness? And maybe let's tie that a little bit into the wrinkle in CCAR this year and the focus on commercial real estate. What are you seeing?,"{'neg': 0.046, 'neu': 0.777, 'pos': 0.177, 'compound': 0.7856}"
299,Let's stick with regulation and CCAR for a moment and talk about whether or not there was anything that surprised you in your first reading of the instructions last week?,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2263}"
300,Do you want to give us the first estimate of those losses?,"{'neg': 0.193, 'neu': 0.714, 'pos': 0.093, 'compound': -0.34}"
301,"But when you look at the scenarios, I'm curious. I mean the economy has improved, the employment picture has improved. And so some have remarked that the delta from trough to peak is much wider this year.But when you look at the overall, between the pain points and changes like negative interest rates, as well as the DFAST results last year, which were far more – far less painful than I think many banks had estimated. I assume you feel pretty good about your ability to continue to payout within your targeted range.","{'neg': 0.109, 'neu': 0.628, 'pos': 0.263, 'compound': 0.958}"
302,And in terms of any changes in terms of qualitative hurdles that you are aware of?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
303,"In terms of the dividend payout, it's interesting. It took me by surprise that the Fed stuck with strong language on the increased scrutiny for payers above a 30% payout rate. You've historically been above the 30% payout rate. And you increased your dividend last year, but let's say you inched it higher. So let's talk about how you feel about the dividend language? And how you look at dividend versus share repurchase?","{'neg': 0.019, 'neu': 0.83, 'pos': 0.151, 'compound': 0.8079}"
304,"Any update on your resolution planning, living will resubmission? Any update on the independent board review?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
305,"First; a very quickie, I just wanted to get a clarifier. Did you just say the minus $350mm is a good run rate to use for Holdings going forward? I missed the last comment.","{'neg': 0.069, 'neu': 0.841, 'pos': 0.09, 'compound': 0.1779}"
306,"That’s okay. The strength in DCM was great, in banking in general, but I wondered if you have any thoughts on how much of the up almost 40% vs. last year is, last year’s disruption in the quarter vs. maybe pull forward as some people thought rates might go up vs. maybe it’s just a good environment, and it’s a competitive product to lending? Just curious there.","{'neg': 0.043, 'neu': 0.758, 'pos': 0.199, 'compound': 0.8658}"
307,"I appreciate that. Maybe last question – it’s a good lead-in to zero equity activity. In equity, cash volumes are off a lot, especially in the U.S., but you had a very good quarter. In your prepared remarks you mentioned about derivatives leading the way. Are you talking about corporate derivative size? Is that an activity – an environment question, or are you doing something specific to drive your derivatives business and equities? Because I would’ve thought you might have mentioned PB being a bigger driver. Just curious for a little more color because that’s an area of work for you guys.","{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.9064}"
308,"I wanted to ask about branded cards and kind of that outlook for H2. You still got revenue yields feeling some pressure, but you mentioned that should get better. Can you just remind us of that kind of trajectory of H2 profitability inflection that you are looking for in cards, and what the drivers are of that as things mature?","{'neg': 0.024, 'neu': 0.805, 'pos': 0.171, 'compound': 0.8705}"
309,"Okay. And then just separately, could you repeat for us the net interest income, the core net interest income guidance that I think you said if there’s one more rate hike? And then also just let us know, like, how much does one 25 basis point rate hike help you? Is there any way you can just dimension that for us so we could, if we wanted to add our own assumption of more rate hikes, how should we think about that?","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.9125}"
310,"Okay, and if we take the net interest income that you saw this quarter, how should we think about that as it relates to your outlook going forward for net interest income?","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7845}"
311,"Mike, you were, I guess, pretty strong statement I guess around capital return. What’s giving you the confidence? I guess is it just the fact that you’re feeling that much better about your capital ratios? Is it regulatory conversations? Obviously, Tarullo gave a speech where he’s talking about maybe phasing out the qualitative side of things. Is that your sense that they’re going to be a little bit more willing to give you credit for the excess capital you have? Just any color around that thought process on your part.","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.9593}"
312,"Okay, that’s helpful, and just maybe a broader question on regulation or deregulation or however you want to think about it. Have you felt, now that we’re a couple months into the new administration, has there been any kind of coalescing around some ideas that maybe go from idea to actually implementation that you feel good about, or is it still too early to be making any assumptions around some easing around some of the regulations?","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.836}"
313,"Okay, and considering the noise around potentially a new Glass-Steagall, maybe that’s similar to what they did in the UK about ring fencing. Would that be something that would be overly onerous for somebody like you?","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.5267}"
314,"I wanted to come back to the outlook for net interest income, and I was hoping to get on the same basis as what you talked about in January. I think you said the net impact of growth at that time what was Corp and at that time what was Holdings, the net of those two would be a modest positive. I think it was up $200mm y-over-y. So I was wondering if you could just update that, including obviously the comments you gave earlier, but just bringing on the same basis to that would be helpful.","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.8658}"
315,"Right, and that was my question. I was trying to get them comparable. Because the constant net interest income obviously excludes the runoff book, it holds day counts, it holds currencies constant. So I understand there might be some moving pieces going forward, but just having it on an apples-to-apples basis, your best guess and outlook right now would be helpful.","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.91}"
316,"Okay. So if you’re not willing to take a stab on the trading part, which is fine, we can estimate that, how about just the legacy asset piece here that I think was about $400mm contribution this quarter? And you obviously had some sales at the end of the quarter. How should we think about projecting out that component?","{'neg': 0.06, 'neu': 0.836, 'pos': 0.104, 'compound': 0.1926}"
317,"Okay, that’s helpful. And then just squeezing in one other one, besides the $100mm exit cost for the sale of the mortgage servicing unit, were there other legal or repositioning costs? I didn’t see anything disclosed, but it’s been a busy day.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3818}"
318,"Okay, it was very high a year ago, so as we think about the underlying expense growth of the company, I think combined it was in the $700mm range a year ago. So just trying to figure out is that a meaningful number to adjust for or not as we think about the operating leverage and underlying trends.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7269}"
319,"Just one, I guess, maybe fairly detailed question. There was a drop in non-interest-bearing deposits in North America of about 5% q-over-q, drop of 6% y-over-y. Can you provide some more color as to what’s going on there, and does it tie in with anything that’s going on within the loan portfolio?","{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4939}"
320,"Fair enough, John. And then just on the international consumer business, particularly in Latin America, Mexico specifically, obviously, the trends are pretty positive or more positive now on a y-over-y basis. They were a little bit negative. I assume some of that’s seasonal, on a quarter over quarter basis, has there been any – in your sense, any effect of U.S. policy on activity levels within your Mexican business?","{'neg': 0.046, 'neu': 0.785, 'pos': 0.169, 'compound': 0.8511}"
321,"Okay. And then just finally, the release of the $230mm in ICG, was that entirely due to energy exposures, or was there a combination of factors there?","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5046}"
322,"John, I wanted to kick things off with a question on capital. Basel proposed some changes to its calculation methodology for GSIB surcharges, and on balance it feels like it’s going to result in some upward pressure on your GSIB score. I know there are differences between Basel and the Fed’s calculations, and which one could be a binding constraint for you guys specifically. But it looks like on balance, the changes that Basel’s proposed are a bit tougher for you guys. And didn’t know if that’s going to result in you potentially moving to a higher GSIB bucket, given some of the changes from Basel, from what appears to be 3% today to 3.5%.","{'neg': 0.014, 'neu': 0.924, 'pos': 0.062, 'compound': 0.6652}"
323,"Thanks, John. That’s extremely helpful color. And maybe just switching to the revenue side of the equation, certainly the results in private banking and TTS have been quite strong. You alluded to within private banking a lot of the strength really being driven by the lending side. And didn’t know if you could just give us some context as to how we should be thinking about the revenue outlook for that particular business, and is this a reasonable jumping off point, where off of $750mm we should expect to see pretty steady growth?","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.9637}"
324,"Got it. And just one quick question, if I may, just on the NII side. I know you’ve given a lot of guidance. Last quarter, you noted that we should expect to see the NIM flat year-on-year. And I’m wondering, does that still apply to the core book at least, or does that guidance no longer hold?","{'neg': 0.04, 'neu': 0.96, 'pos': 0.0, 'compound': -0.296}"
325,"It was nice to see the 10.2% RoTCE ex the disallowed DTA this quarter. We do know that it typically is the peak quarter for you guys in terms of the progression for the year. But, I was just wondering if you can just talk about those guideposts that you had given us, and your confidence in those out-year ROE targets that you’ve had, and just any changes that you’re thinking underneath it?","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.7469}"
326,"And Mike, as a follow-up to that, we know we have the July Analyst Day coming up. And just wondering, is that more about just providing color on the current strategy, or should we expect anything different in terms of the overall company strategy? It’s been a long time since you’ve done one of those. So, just what should we be anticipating in general as we think about that?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
327,"Hey, a couple of questions just on the non-interest-bearing deposits. I heard you earlier talk about NIB and how it’s not atypical to move from NIB to interest-bearing deposits over time. But, I’m just wondering, is there some seasonality as well in Q1 that you’re thinking happened here this year?","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3919}"
328,"And is there anything on the deposit beta side that we should be thinking about, how you’re going to deal with deposit betas at this stage in the cycle? It’s still low I know, but maybe you could give us a sense of how it’s moved up over the last couple of quarters.","{'neg': 0.03, 'neu': 0.97, 'pos': 0.0, 'compound': -0.1406}"
329,"Yeah, okay. So basically, when we’re looking at the cost of funds on the liability side, the uptick has more to do with just a net shift to non-interest-bearing deposit – I’m sorry – a non-deposit funding. Is that a fair statement?","{'neg': 0.075, 'neu': 0.771, 'pos': 0.154, 'compound': 0.5106}"
330,"Can you remind us, John, your capital ratio, your CET1 ratio, obviously, is 12.8%. In a more normalized environment, as we move forward, what’s your guys comfort level of where you want that to be?","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4215}"
331,"Very good. If there are changes coming with the new appointments to the Fed and they decide to do away with the capital charge that you and a few of your peers have for operating risk, how much capital is tied up in that area right now?","{'neg': 0.043, 'neu': 0.893, 'pos': 0.065, 'compound': 0.2716}"
332,"I noticed in the ICG this quarter, obviously, the trading activity was very strong for you and also for your peers. Your Treasury & Trade Solutions number was a nice 9% increase. Can you give us some color? Aside from interest rates moving up, helping that business, what are some of the other factors that contributed to the growth of that business, considering it’s one of the largest in the total banking number?","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9581}"
333,"Great. And then just lastly, obviously, you guys are global. Can you give us some color, given the European elections that are coming up and the political tremors we’re seeing right now, how are the international markets today for your banking pipelines, trade finance? What are your guys in the front line seeing?","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.6662}"
334,"Just two follow-ups inside the Global Consumer Bank. The first is you’ve talked about, John, in the past, the remediation that you had to do for all of the changes in Korea from the regulatory environment, and that had largely concluded, I think, at the end of last year. Are you seeing the reacceleration of revenue growth that you were hoping for in that region?","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.6597}"
335,"But in terms of the cost associated with complying with the changes and the regulatory environment there, has that diminished at all?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
336,"Great, and then just one follow-up on Mexico. The investment that’s going on there, what form is that actually taking? I know that there’s been a lot of focus on physical branches and things. But where are those dollars being – where would they be manifested in the actual operations?","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.4423}"
337,"So a couple more detail-oriented questions on branded cards. I just want to make sure I understand some of the numbers and some of what you said. First, on the yield, I think you mentioned that you have hit a floor at 9.6%, and you expect that to increase as the promotional balances on Costco go away and whatnot. Can you give us a sense of what you expect in terms of the glide path of that number, how that can progress over H2, and ultimately what kind of yield you can get in your branded cards portfolio? And then on the credit quality in the branded cards, I think you mentioned Costco collections changed the collection process, seasoning and whatnot influencing the numbers this quarter. And you had about $633mm of net credit losses in branded cards, which was a big increase vs. Q1 and Q3. I guess it’s fair to say that that’s sort of abnormally high, and we should expect that run rate to normalize at a lower level in the coming quarters. Is that fair?","{'neg': 0.027, 'neu': 0.852, 'pos': 0.122, 'compound': 0.9268}"
338,"Okay. And on your Costco portfolio, how is the spend progressing, especially the spend outside of Costco?","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}"
339,"I guess maybe in a different way to look at the core accrual NIM that was 3.40% this quarter, what would that be ex rewards and promotions?","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4767}"
340,"Okay. And then I know you said legal repositioning is actually part of just the ongoing business as usual now, but previously you gave a guidance, it was about 2.25% of assets as an ongoing run rate. I mean, is that still what you would consider guidance, or is that, you expect to be lower in 2017, 2018?","{'neg': 0.048, 'neu': 0.871, 'pos': 0.081, 'compound': -0.0129}"
341,"I just had a clarification question. You both mentioned on the call in the prepared remarks that the 62.7% efficiency ratio is not acceptable, but you also emphasized that the $2B currently identified cost savings won’t fall to the bottom line. And your NII was down in a period when the – where the Fed raised rates in December by 25BPS. So how do we square future efficiency ratio improvement from here when those two big pieces seem to be going the other way?","{'neg': 0.017, 'neu': 0.863, 'pos': 0.12, 'compound': 0.8389}"
342,"That was clear. Thank you. Just on the net interest income side – Tim, thank you for bringing that up – you have, in a very low – in a low rate environment been consistent over the past couple of years at growing this in the mid-single digits. And I’m wondering if we take into account a better rate backdrop and also account for some of the runoffs that you told us to expect, I’m wondering if this year you could do better than that mid-single digit pace.","{'neg': 0.05, 'neu': 0.761, 'pos': 0.189, 'compound': 0.9065}"
343,"Okay. Just if I could slip one more question in, I apologize, but in putting it all together and what you know now in terms of the realistic outlook and what you have planned for the rest of the year, can Wells Fargo get back in that 55% to 59% range this year?","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5076}"
344,"John, I wonder if you could talk more about that OCI risk management and the trade-off between that longer part of the curve. When we saw in your 10-K that the unrealized loss component did go up, and it seems like you did reinvest a little less this quarter, can you just talk about like the balance between your decision tree on putting more into the book here and vs. balance sheet risk and the decision tree between investment securities and maybe keeping more mortgages?","{'neg': 0.072, 'neu': 0.849, 'pos': 0.079, 'compound': 0.1779}"
345,"Okay. And then as a follow up to that, just on that last point about the asset sensitivity then, I think you guys have talked about previously what you thought the December hike would mean for first quarter. Can you talk about – I know this goes back to your point about betas, but has the sensitivity changed much intra-quarter here with the betas and the fixing out of that cash into securities? Can you just give us an idea of what the next hike might mean to NII?","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.6553}"
346,"I wanted to ask about the efficiency initiatives slide, slide 18. I guess the first thing is, can you tell us the relative size of the three main buckets of phase? Are they in size order like the centralization and optimization is the big source there?Okay. That’s helpful. And how much in branch reductions – can you just remind us, how much in branch reductions are in there in the second bucket?Okay. I guess I was just kind of getting at how the branch rationalization is going and what would drive you to accelerate the branch reductions, or is it just too early to make that call right now.","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.8732}"
347,"Okay. And then just elsewhere on expenses, with the board review done, how long could – would you – might you expect the professional fees to be elevated in the range that you highlighted on slide 17?Okay. And, John, they’re running a little higher than your previous targeted range.Can you just comment on why that is?","{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.3094}"
348,"Along the lines of what John McDonald was just asking about, I just want to dig a little bit deeper on that side around expenses. Whether it be on the branch side at $200mm a year and also just looking at the size of the bank and the different businesses and the different markets you’re in, it feels like when you look at it on paper that you have a lot more room than potentially the $2B to pull back on costs in order to address the efficiency ratio this year.Is that something where you’re actually maybe considering where you could come up with a bigger number for us as you look at this and as you’re looking at the Investor Day here? Is that something that we could – that is possible as you look at the franchise more on a near-term basis?","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.7149}"
349,"Okay. All right. Great. Thank you. And then separately, if I could just ask, along the CCAR side, could you give us your updated thoughts around your positioning for CCAR, particularly given the living will issues you had, the sales practice issue, the CRA, all that type of stuff, how are you feeling about CCAR for this year, particularly from the standpoint of your qualitative – the qualitative aspect of it? Thanks.","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.8979}"
350,"I had a question. Last quarter, you mentioned that you had proactively decided to keep the – I think it’s the non-bank balance sheet in line with September 30 levels. I’m just wondering if you persisted in that this quarter.So could you just remind us what it takes to get that approval to put more balance sheet to work in non-bank? I’m guessing that that constraint weighed somewhat on your revenues relative to if you hadn’t had to have that constraint. And maybe give us a sense as to what kind of potential you could see as you are able to reallocate capital to that business.And that’s another three or four quarters, I’m just wondering how long you think that is.","{'neg': 0.0, 'neu': 0.974, 'pos': 0.026, 'compound': 0.4767}"
351,"So you’ve given us a lot of detail and a couple of examples of kind of depressed profitability, and what I’m trying to get at is aggregating some of the drags from the regulatory and sales practices issues. You just mentioned there might be $100mm drag in trading vs. what you could otherwise do over time. You pointed to $80mm of sales practice expenses. And you kind of implied there were some other expenses, but I’m just wondering if you can kind of aggregate all in as you think about the drag to profitability that you’re experiencing now. How much would that total, as I would assume it’s something that you’re thinking about internally a lot.","{'neg': 0.063, 'neu': 0.901, 'pos': 0.036, 'compound': -0.3064}"
352,"Yeah, I guess what I’m trying to get at is, is there a revenue that’s being suppressed from all of this because there’s a lot of metrics out there that it’s hard to translate some of these Retail Banking metrics into revenues. The existing customer base seems to be performing well. We can look at your credit card balances overall, the fee revenues. So I think part of the thesis on the stock would be that you’re under-earning now because of some of these issues impacting both revenue and expenses. And I’m just trying to square a lot of disclosures that are out there with that. And again, you provide us some metrics on the revenue expense, which is helpful, but that’s really the angle that I’m coming from.","{'neg': 0.009, 'neu': 0.937, 'pos': 0.054, 'compound': 0.5647}"
353,"And then a bigger picture question related to this theme. Just in terms of how much time is senior management still spending on kind of all of these issues and you can include anything from a regulatory perspective that’s new the last six months, the sales practices. If you had a percentage you had to put on how much time you, John, and the business heads put towards this. And then the same question for the line staff because I would think at this point, the line staff is maybe starting to turn the page in terms of looking ahead more, but just trying to get a sense of maybe how things really feel inside the different layers.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
354,"A quick follow-up question maybe on the gain on sale. You mentioned you’re expecting it to decline in Q2 from Q1. I guess since we’re so early in the quarter, what’s driving that forecast down quarter-on-quarter?I mean, I guess, when you say down a ton, are you looking at maybe 20BPS off of Q4 or 30BPS?But even if you took a 20% haircut on liquidity, in fact, for the LCR, it doesn’t seem like that it’s a huge number in the overall given where your LCR is. I mean it’s north of 100%.","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.8343}"
355,"So I guess I’ll ask a bigger picture question that cuts across a lot of the numbers and the more specific questions and answers that have been made. You, obviously, as any public company have multiple stakeholders, you want to earn a fair return for your shareholders, you obviously want to meet your regulatory obligations, you want to be a good corporate citizen and do good for our society and country, and whatnot. But I guess what I’m getting at is how you think about balancing all those things in light of the sales fraud issues and the fallout from that, and whether you think it is adversely impacting your ability to achieve positive operating leverage in terms of the magnitude and the timing of that in terms of pulling the cost lever maybe a little bit harder, doing things like rationalizing branches. So I guess I’m just asking how you think about it more from a big picture standpoint, and whether you think it is having an impact on the magnitude and the timing of when you could start to achieve positive operating leverage.","{'neg': 0.046, 'neu': 0.827, 'pos': 0.127, 'compound': 0.9186}"
356,"A couple of questions. Firstly, the board’s report that came out said that the sales practices, the issues you were having were identified as a serious risk to the board from 2014. Any color on why if it was notified to the board at that point 2014, why it wasn’t disclosed in your public filings since then?","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.34}"
357,"Okay. Let me switch to my fundamental question. Credit cards, your charge-offs were up quite a bit, 45BPS linked quarter, auto was up also year-on-year. John, Tim, any color on where you see that going, outlook for those?Yeah, because those have gone up quite a bit, so. And especially auto because of everything we’re hearing in terms of used car values and all the press you have seen. I don’t need to regurgitate that so.","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.7351}"
358,"Can you guys share with us, of your average noninterest-bearing deposits, about $364B, how much is that in the commercial area vs. consumer? And I think you mentioned on the call that you raised some deposit rates in the commercial area. Could you share with us how many basis points you lifted them up in the quarter?","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5803}"
359,"And following up on the value to the customer, the compensating balances, would you expect as rates go higher that your customers, your commercial customers, will be able to lower their compensating balances amounts to still be able to receive the products you provide to them?","{'neg': 0.045, 'neu': 0.905, 'pos': 0.049, 'compound': 0.0516}"
360,"Okay. John, you spent a lot of time about the OCI and the work you guys have done there. Have you had any success in trying to figure out how much, based on what the Fed’s balance sheet is today of $4.5 trillion and the talk of the unwind that’s coming down the road over maybe the next 12 months, do you guys have any estimate of what you think the impact on the 10-year government bond yield is due to the daily buying that the Fed does to maintain that $4.5 trillion balance sheet?","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.6808}"
361,"Very good. And then just finally, you’ve talked about your efficiency ratio and obviously you’re not pleased with where it is today. When we look at your noninterest expense and divide it by average assets, the stated numbers, it’s about 2.86%, which is unchanged from a year ago. How much of the improvement in the efficiency ratio that you foresee will come from revenue being better than – and I know you’re going to focus on expenses, but how much could come from better revenue?","{'neg': 0.019, 'neu': 0.818, 'pos': 0.163, 'compound': 0.8763}"
362,"I just wanted to follow up on one of the broader themes of the board report, which related to the compliance function and how it functioned. And could you just give us a sense of what – you’ve talked a lot about changes to the comp structure and such, but in terms of the centralized oversight of the retail function, can you give us a sense of where you are in that remediation?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
363,"Great. And you anticipated my follow-up a little bit, which is it would seem that centralization should be ultimately a source of some efficiency, but I imagine there’s also some investment going on in these functions. So kind of net-net, how should we think about just kind of the cost of compliance within retail or perhaps at Wells more broadly?","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.7003}"
364,"I want to get at Matt’s question from sort of a different angle, and this is what kind of pops into my head every time I start thinking about this. You said you’re seeing progress in the retail bank, but you’re not back to pre-settlement levels, and I guess I would have to ask, what makes you confident that you can get back to pre-settlement levels since a lot of the metrics we were seeing pre-settlement were bogus? So I guess what is going to happen that sort of takes us back to this new path that’s going to enable you to sort of get to a new plateau or the next level?","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.7724}"
365,"Okay. And I have a question for John, a follow-up for John. Deposit rates in the retail bank are not up overall, but have you had to – in certain markets or certain customer subgroups, et cetera, had to compete with deposit rates just to sort of overcome the sales fraud issues?","{'neg': 0.093, 'neu': 0.786, 'pos': 0.121, 'compound': -0.1154}"
